축제명,개최장소,축제시작일자,축제종료일자,축제내용,전화번호,홈페이지주소,소재지도로명주소,소재지지번주소,위도,경도,,,,,
최계란 선생 대구아리랑제,불로봉무동 일원,2023-10-01,2023-10-01,공연+먹거리 부스 운영,053-662-2172,,대구광역시 동구 팔공로50길 66,,35.92195919,128.6501799,,,,,
용암산성 옥샘문화재,불로천 다목적광장,2023-10-10,2023-10-10,옥천제+사생대회+끼페스티벌+문화행사,053-662-3801,,대구광역시 동구 팔공로24길 171,,35.9099747,128.6501287,,,,,
구민화합 어울림한마당,율하체육공원,2023-10-15,2023-10-15,무대공연+체육행사,053-662-4073,,대구광역시 동구 금호강변로 278,,35.85992537,128.6928379,,,,,
거제맹종대나무축제,거제맹종죽테마파크,2024-04-01,2024-04-30,죽순 껍질벗기기 체험+죽순 수확 체험+죽순요리 시식+대나무통 소원쓰기 행사 등,055-639-6356,,경상남도 거제시 하청면 거제북로 700,경상남도 거제시 하청면 실전리 산 84-6,34.96772842,128.6505119,,,,,
양지암축제,능포수변공원,2024-04-01,2024-04-30,식전행사+기념식+식후행사+벼룩시장+프리마켓+보물찾기+푸드트럭 등,055-639-6793,,경상남도 거제시 능포로15길 32,경상남도 거제시 능포동 564-25,34.88646521,128.735617,,,,,
거제 옥포대첩 축제,옥포대첩기념공원+옥포수변공원 일원,2024-06-01,2024-06-30,제례봉행+승전행차+가장행렬+옥포해전 재현 등,055-639-3393,,경상남도 거제시 팔랑포2길 87+경상남도 거제시 옥포로2길 14,경상남도 거제시 옥포동 산 1-1,34.90219827,128.7140595,,,,,
남부면 수국축제,매물도 여객선터미널 및 남부면 저구항 일원,2024-06-01,2024-06-30,식전행사+화합행사+수국포토존+목재만들기 체험 등,055-639-6532,,경상남도 거제시 남부면 남부해안로 30,경상남도 거제시 남부면 저구리 70,34.73224984,128.6101227,,,,,
거제 바다로 세계로,지세포항수변공원 등,2024-07-01,2024-07-31,해양스포츠대회+체험프로그램+블루썸머콘서트 등,055-639-4163,,경상남도 거제시 일운면 거제대로 2056,경상남도 거제시 일운면 구조라리 502,34.80795032,128.6922045,,,,,
거제맥주축제,장승포 수변공원,2024-08-01,2024-08-31,맥주 무제한 제공+무대공연+먹거리 체험 부스 등,055-639-3365,,경상남도 거제시 장승로 146-12,경상남도 거제시 장승포동 685-3,34.86687999,128.7260471,,,,,
거제둔덕포도축제,둔덕가족생활체육공원,2024-09-01,2024-09-30,"포도판매+포도 경매, 체험+공연 등",055-639-6443,,경상남도 거제시 둔덕면 청마로 159,경상남도 거제시 둔덕면 거림리 363-2,34.85232978,128.510722,,,,,
거제 섬꽃축제,거제시 농업개발원,2024-10-26,2024-11-03,가을꽃 전시+농업기술 홍보+문화예술 전시 등,055-639-6443,,경상남도 거제시 거제면 거제남서로 3577,경상남도 거제시 거제면 서정리 978-14,34.85646488,128.5791279,,,,,
2014 안양 아줌마축제,평촌중앙공원,2014-08-30,2014-08-31,아줌마 축제 개막식 및 폐막식+ 주민자치센터 동호회 공연  등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
2015 안양 시민축제,평촌중앙공원+삼덕공원,2015-10-02,2015-10-04,시민공연마당+ 전시체험부스+ 특별기회전시+ 개폐막 축하공연+ 방송국 공개방송 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
2015 안양 아줌마축제,평촌중앙공원,2015-05-30,2015-05-31,아줌마 축제 개막식 및 폐막식 공연+ 주민자치센터 끼열전+ 명사초청가요제 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
2016 안양 시민축제,평촌중앙공원+삼덕공원+범계로데오,2016-09-24,2016-09-25,시민공연마당+ 전시체험부스+ 특별기회전시+ 개폐막 축하공연+ 방송국 공개방송 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
2016 안양 아줌마축제,평촌중앙공원,2016-05-28,2016-05-29,아줌마 축제 기념공연+ 여성동호회공연+ 주부가요제+ 홍보체험부스+ 김치왕선발대회 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
2016 제5회 안양공공예술프로젝트,안양예술공원,2016-10-15,2016-12-15,개막식+ 체험부스운영+ 공공예술작품 전시 및 공연,031-687-0916,http://www.ayac.or.kr,경기도 안양시 만안구 예술공원로 180(안양동),경기도 안양시 만안구 안양동 1351,37.419406,126.925606,,,,,
2014 안양시민축제,평촌중앙공원+삼덕공원,2014-09-26,2014-09-28,시민공연마당+ 전시체험부스+ 특별기회전시+ 개폐막 축하공연+ 방송국 공개방송+ 거리공연 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
2017 안양충훈벚꽃축제,안양충훈2교일대,2017-04-07,2017-04-09,축하공연+ 안양꽃길걷기대회+ 안양꽃길그리기+ 어린이벼룩시장+ 거리공연+ 체험부스 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.404615,126.896157,,,,,
2017 안양 아줌마축제,평촌중앙공원,2017-05-27,2017-05-28,아줌마 축제 기념공연+ 여성동아리공연+ 미니올림픽+ 김장담그기대회+ 홍보체험부스 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
2017 광복기념음악회,안양아트센터 관악홀,2017-08-15,2017-08-15,안양필하모닉 오케스트라연주+ 안양시립합창단 공연 등 (우천으로 안양아트센터 관악홀 실내 진행),031-687-0500,http://www.ayac.or.kr,경기도 안양시 만안구 문예로 36번길 16,경기도 안양시 만안구 안양동 549,37.384588,126.931365,,,,,
2017 안양 시민축제,평촌중앙공원+병목안시민공원+범계로데오,2017-09-15,2017-09-17,시민공연마당+ 전시체험부스+ 개폐막 축하공연+ 방송국 공개방송+ 안양시민의날 기념식+ 안양시민가요제 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
2018 안양충훈벚꽃축제,안양충훈2교일대,2018-04-07,2018-04-15,축하공연+ 안양꽃길걷기대회+ 안양꽃길그리기+ 어린이벼룩시장+ 거리공연+ 체험부스 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.404615,126.896157,,,,,
2018 안양여성축제,평촌중앙공원,2018-05-12,2018-05-13,기념공연+ 여성동아리공연+ 미니올림픽+ 김장담그기대회+ 홍보체험부스 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
2018 광복기념음악회,병목안시민공원,2018-08-15,2018-08-15,뮤지컬 그룹 플래티넘+ 안양시립합창단 공연 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 산 82-2,37.385289,126.907675,,,,,
2018 안양 시민축제,평촌중앙공원+병목안시민공원+범계로데오,2018-09-14,2018-09-16,시민공연마당+ 전시체험부스+ 개폐막 축하공연+ 방송국 공개방송+ 안양시민의날 기념식+ 안양시민가요제 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
2019 안양충훈벚꽃축제,안양충훈2교일대,2019-04-05,2019-04-07,축하공연+ 안양꽃길걷기대회+ 안양꽃길그리기+ 어린이벼룩시장+ 거리공연+ 체험부스 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.404615,126.896157,,,,,
2019 안양여성축제,평촌중앙공원,2019-05-18,2019-05-19,기념공연+ 여성동아리공연+ 미니올림픽+ 김장담그기대회+ 홍보체험부스 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
2019 광복기념음악회,병목안시민공원,2019-08-15,2019-08-15,뮤지컬 그룹 플래티넘+ 안양시립합창단 공연 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 산 82-2,37.385289,126.907675,,,,,
2019 안양 시민축제,평촌중앙공원+병목안시민공원+범계로데오,2019-09-20,2019-09-22,시민공연마당+ 전시체험부스+ 개폐막 축하공연+ 방송국 공개방송+ 안양시민의날 기념식+ 안양시민가요제 등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.9613287,,,,,
천년나주목읍성문화축제,금성관 + 나주향교,2023-10-20,2023-10-22,나주의 읍성문화를 이용한 역사 문화 축제,061-339-8723,http://www.naju.go.kr/tour/,전라남도 나주시 금성관길 8,전라남도 나주시 과원동 109-5,35.03335643,126.7165553,,,,,
영산포 홍어축제,홍어의 거리,2023-05-05,2023-05-07,나주 특산품인 홍어를 활용한 지역경제 축제,061-339-8723,http://www.naju.go.kr/tour/,전라남도 나주시 영산2길 17-3,전라남도 나주시 영산동 250-2,34.99954989,126.7113453,,,,,
제56회 동학농민혁명기념제,구민사 및 갑오동학혁명기념탑,2023-05-11,2023-05-11,기념식+공식제례+청소년축전+연계행사+체험행사,063-539-6923,http://www.donghak.or.kr,전라북도 정읍시 덕천면 동학로 742,전라북도 정읍시 덕천면 하학리 산3-5,35.63370584,126.8301188,,,,,
제34회 정읍사문화제,정읍사문화공원 일원,2023-10-28,2023-10-29,기념행사+공연행사+부대행사+체험행사,063-539-5175,http://www.jchf.or.kr,전라북도 정읍시 정읍사로 541,전라북도 정읍시 시기동 69-12,35.55073195,126.8615755,,,,,
제16회 정읍 구절초꽃축제,정읍 구절초 테마공원,2023-10-05,2023-10-15,구절초꽃길산책+꽃밭음악회,063-539-5697,http://www.jeongeup.go.kr/culture,전라북도 정읍시 산내면 청정로 926-65,전라북도 정읍시 산내면 매죽리 617,35.55427272,127.0188952,,,,,
제14회 화성시 가족사랑축제,동탄호수공원,2023-05-13,2023-05-13,"공개방송, 시민 참여 프로그램, 체험 부스",031-290-4626,https://www.hcf.or.kr,,경기도 화성시 송동 54-1번지,37.256791,127.152995,,,,,
제13회 화성 뱃놀이 축제,"전곡항, 제부도",2023-06-09,2023-06-11,"해양레저 체험, 야간공연",031-5189-6136,http://hs-boatingfestival.com/,경기도 화성시 서신면 전곡항로 21,경기도 화성시 서신면 전곡리 974번지,37.186718,126.6524994,,,,,
제9회 화성송산포도축제,궁평항,2023-09-02,2023-09-03,"포도 체험, 직거래 장터",031-5189-6441,,경기도 화성시 서신면 궁평항로 1049-24,경기도 화성시 서신면 궁평리 689번지,37.11602908,126.6812748,,,,,
제1회 도농 어울림 축제,동탄여울공원,2023-09-23,2023-09-24,"농업문화체험, 직거래 장터",031-5189-6335,,,경기도 화성시 오산동 1060,,,,,,,
정조 효 문화제 및 정조대왕 능행차 공동재현,융건릉 일원,2023-10-08,2023-10-09,"영우원 천장 재현, 을묘년 원행 재현, 현륭원 제향 등",031-5189-3835,http://www.정조효문화제.com/,,경기도 화성시 안녕동 187-39,37.21170324,126.9897651,,,,,
2023 화성시민 한마음 체육대회,화성종합경기타운,2023-10-14,2023-10-15,종목별 대회,031-5189-6193,,경기도 화성시 향남읍 향남로 470,경기도 화성시 향남읍 도이리 668번지,37.13754375,126.9242565,,,,,
2023 화성 학생동아리 축제,동탄센트럴파크 일원,2023-10-21,2023-10-21,"초중고 학생동아리 공연, 전시 및 체험부스 운영",031-898-8440,http://www.hsscf.kr/,경기도 화성시 동탄공원로2길 22,경기도 화성시 반송동 59번지,37.20563857,127.0635805,,,,,
화성 루나 빛 축제,동탄호수공원,2023-11-25,2023-11-25,"빛 조형물 및 포토존, 루나쇼, 문화공연 등",031-5189-3835,,,경기도 화성시 송동 54-1번지,37.1691623,127.1006911,,,,,
처인성문화제,처인성 일대(남사읍),2023-06-03,2023-06-04,처인승첩기념식+처인성골든벨+활쏘기대회+경연대회 등,031-324-9600,http://www.ycc50.org/,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.24086733,127.1779684,,,,,
포은문화제,정몽주 묘역,2023-10-07,2023-10-08,추모선양사업+경연대회+어린이 포은스쿨+체험전시+기념식+공연 등,031-324-9600,http://www.ycc50.org/,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.24086733,127.1779684,,,,,
용인시민의 날 연계 축제 행사,용인미르스타디움,2023-09-23,2023-09-24,용인시민의 날 기념 연계 축제 행사,031-324-2064,https://www.yongin.go.kr,경기도 용인시 처인구 동백죽전대로 61,경기도 용인시 처인구 삼가동 28-6,37.24963097,127.165146,,,,,
제8회 부천세계비보이대회,부천체육관,2023-07-22,2023-07-23,세계비보이대회,032-625-3113,,경기도 부천시 원미구 석천로 293,경기도 부천시 중동 1024,37.51275697,126.7639108,,,,,
제23회 복사골청소년예술제,부천시청 어울마당+잔디광장,2023-09-02,2023-09-02,경연대회,032-325-1566,artbucheon.com,경기도 부천시 소사구 경인로92번길33,,,,,,,,
제15회 시민어울림한마당,상동호수공원,2023-09-23,2023-09-23,퍼레이드+콘테스트+춤한마당 등,032-325-1566,artbucheon.com,경기도 부천시 소사구 경인로92번길33,,,,,,,,
2023 부소산 봄 나들이 축제,관북리 유적+부소산성 일원,2023-05-05,2023-05-07,공연+경연+체험+감성피크닉+경관조성,041-830-2823,,,충청남도 부여군 부여읍 구아리 46-5,36.28516562,126.910939,,,,,
제21회 부여서동연꽃축제,서동공원+궁남지 일원,2023-07-13,2023-07-16,경관조성+공연·경연+체험,041-830-2209,http://부여서동연꽃축제.kr/,,충청남도 부여군 부여읍 동남리 117,36.2696766,126.912263,,,,,
2023 백제문화제,백제문화단지+구드래 신리 부교+부여읍 시가지,2023-09-23,2023-10-09,제례+불전+퍼레이드+전시·체험+공연+경연,041-830-2208,https://www.baekje.org/kor/,충청남도 부여군 규암면 백제문로 455,충청남도 부여군 규암면 합정리 138,36.30757158,126.9084946,,,,,
2016 광복기념음악회,병목안시민공원,2016-08-15,2016-08-15,안양필하모닉 오케스트라연주+ 트럼펫연주곡+ 안양시립합창단 공연등,031-687-0500,http://www.ayac.or.kr,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 산 82-2,37.385289,126.907675,,,,,
삼척정월대보름제,우체국일원,2023-02-03,2023-02-05,개막식+제례행사+문화재행사+민속놀이행사 등 9개분야 46종,033-573-2882,http://www.fullmoonfestival.or.kr/,강원특별자치도 삼척시 엑스포로 45,강원특별자치도 삼척시 성남동 1-5,37.43896231,129.160145,,,,,
삼척맹방유채꽃행사,근덕면 상맹방리 유채밭 일대,2023-04-07,2023-04-16,농축특산물 판매장 및 향토 먹거리장터 운영+유채꽃 사진전+유채꽃따라 걷기대회 등(코로나-19 확산방지로 행사취소),033-570-3375,http://tour.samcheok.go.kr/03joy/02_03.jsp,강원특별자치도 삼척시 근덕면 삼척로 3916-112(마을회관),강원특별자치도 삼척시 근덕면 상맹방리 215-1 외 30필지,37.40072352,129.2117828,,,,,
